date,city,state,aqi,pm25,pm10,no2,so2,co,category,year,month
2024-10-21,Mumbai,Maharashtra,115.9,67.2,79.9,14.8,8.7,4.62,Moderate,2024,2024-10
2024-10-22,Mumbai,Maharashtra,103.4,61.3,63.9,14.1,8.1,3.61,Moderate,2024,2024-10
2024-10-23,Mumbai,Maharashtra,97.6,45.8,61.3,9.1,6.5,4.96,Satisfactory,2024,2024-10
2024-10-24,Mumbai,Maharashtra,103.6,53.9,65.9,19.3,8.3,2.43,Moderate,2024,2024-10
2024-10-25,Mumbai,Maharashtra,93.8,55.1,66.3,13.4,7.1,5.53,Satisfactory,2024,2024-10
2024-10-26,Mumbai,Maharashtra,87.7,35.0,67.9,7.2,4.4,2.01,Satisfactory,2024,2024-10
2024-10-27,Mumbai,Maharashtra,89.3,42.6,50.5,16.1,3.6,2.96,Satisfactory,2024,2024-10
2024-10-28,Mumbai,Maharashtra,101.1,43.7,58.5,16.8,5.0,5.12,Moderate,2024,2024-10
2024-10-29,Mumbai,Maharashtra,103.2,50.2,71.0,13.8,7.0,5.79,Moderate,2024,2024-10
2024-10-30,Mumbai,Maharashtra,97.3,37.7,71.7,18.1,4.7,5.57,Satisfactory,2024,2024-10
2024-10-31,Mumbai,Maharashtra,89.8,47.7,82.9,15.3,3.2,2.63,Satisfactory,2024,2024-10
2024-11-01,Mumbai,Maharashtra,100.0,49.9,73.9,19.5,5.2,5.14,Satisfactory,2024,2024-11
2024-11-02,Mumbai,Maharashtra,108.7,65.9,97.9,11.4,6.0,3.68,Moderate,2024,2024-11
2024-11-03,Mumbai,Maharashtra,94.2,54.5,68.8,13.5,7.5,2.11,Satisfactory,2024,2024-11
2024-11-04,Mumbai,Maharashtra,99.4,49.4,85.4,9.8,6.0,2.94,Satisfactory,2024,2024-11
2024-11-05,Mumbai,Maharashtra,108.4,49.8,85.6,11.1,4.8,3.98,Moderate,2024,2024-11
2024-11-06,Mumbai,Maharashtra,121.8,56.6,92.6,18.5,7.1,5.62,Moderate,2024,2024-11
2024-11-07,Mumbai,Maharashtra,104.5,58.8,93.1,11.6,5.3,4.18,Moderate,2024,2024-11
2024-11-08,Mumbai,Maharashtra,108.5,55.1,88.3,9.2,7.2,2.44,Moderate,2024,2024-11
2024-11-09,Mumbai,Maharashtra,126.9,62.0,77.4,25.2,9.5,6.45,Moderate,2024,2024-11
2024-11-10,Mumbai,Maharashtra,111.3,53.3,69.4,21.5,6.3,6.02,Moderate,2024,2024-11
2024-11-11,Mumbai,Maharashtra,98.6,60.8,74.8,9.6,4.0,3.87,Satisfactory,2024,2024-11
2024-11-12,Mumbai,Maharashtra,99.2,38.7,72.9,12.9,6.8,3.39,Satisfactory,2024,2024-11
2024-11-13,Mumbai,Maharashtra,103.7,57.7,98.3,18.5,6.0,4.08,Moderate,2024,2024-11
2024-11-14,Mumbai,Maharashtra,114.7,66.6,106.0,22.8,5.7,6.84,Moderate,2024,2024-11
2024-11-15,Mumbai,Maharashtra,107.4,43.1,70.8,18.5,7.8,5.5,Moderate,2024,2024-11
2024-11-16,Mumbai,Maharashtra,105.3,56.0,79.6,17.4,5.2,5.65,Moderate,2024,2024-11
2024-11-17,Mumbai,Maharashtra,125.8,64.0,113.7,13.9,6.2,6.43,Moderate,2024,2024-11
2024-11-18,Mumbai,Maharashtra,124.4,62.0,112.7,15.1,6.0,6.91,Moderate,2024,2024-11
2024-11-19,Mumbai,Maharashtra,127.2,58.5,84.0,20.2,4.6,7.02,Moderate,2024,2024-11
2024-11-20,Mumbai,Maharashtra,80.5,45.7,50.4,13.2,4.8,2.21,Satisfactory,2024,2024-11
2024-11-21,Mumbai,Maharashtra,105.7,57.9,85.1,15.2,7.2,5.32,Moderate,2024,2024-11
2024-11-22,Mumbai,Maharashtra,95.3,50.3,82.4,11.4,7.1,4.25,Satisfactory,2024,2024-11
2024-11-23,Mumbai,Maharashtra,114.7,49.6,88.0,14.3,7.4,4.48,Moderate,2024,2024-11
2024-11-24,Mumbai,Maharashtra,126.9,73.7,104.3,20.6,5.2,7.54,Moderate,2024,2024-11
2024-11-25,Mumbai,Maharashtra,117.4,53.9,89.7,11.3,6.7,3.03,Moderate,2024,2024-11
2024-11-26,Mumbai,Maharashtra,118.2,60.6,95.7,15.0,6.5,6.51,Moderate,2024,2024-11
2024-11-27,Mumbai,Maharashtra,114.7,48.3,64.7,11.7,7.8,4.15,Moderate,2024,2024-11
2024-11-28,Mumbai,Maharashtra,109.9,64.8,83.5,9.1,7.2,2.68,Moderate,2024,2024-11
2024-11-29,Mumbai,Maharashtra,106.7,49.4,91.2,20.7,5.2,5.67,Moderate,2024,2024-11
2024-11-30,Mumbai,Maharashtra,117.8,50.1,102.8,18.7,4.7,3.78,Moderate,2024,2024-11
2024-12-01,Mumbai,Maharashtra,100.4,43.1,81.1,20.0,3.1,4.18,Moderate,2024,2024-12
2024-12-02,Mumbai,Maharashtra,93.1,48.2,85.3,13.1,5.3,3.62,Satisfactory,2024,2024-12
2024-12-03,Mumbai,Maharashtra,97.3,49.8,65.5,14.0,3.6,5.57,Satisfactory,2024,2024-12
2024-12-04,Mumbai,Maharashtra,102.5,60.9,64.1,12.4,6.2,2.44,Moderate,2024,2024-12
2024-12-05,Mumbai,Maharashtra,89.6,53.8,79.9,13.4,5.0,5.13,Satisfactory,2024,2024-12
2024-12-06,Mumbai,Maharashtra,95.5,57.7,89.6,9.1,3.6,4.5,Satisfactory,2024,2024-12
2024-12-07,Mumbai,Maharashtra,99.7,39.4,90.3,18.4,4.8,5.55,Satisfactory,2024,2024-12
2024-12-08,Mumbai,Maharashtra,104.1,54.4,90.8,13.7,3.7,3.89,Moderate,2024,2024-12
2024-12-09,Mumbai,Maharashtra,127.8,51.8,121.0,14.0,5.1,5.25,Moderate,2024,2024-12
2024-12-10,Mumbai,Maharashtra,83.6,42.6,60.7,14.4,4.7,3.71,Satisfactory,2024,2024-12
2024-12-11,Mumbai,Maharashtra,114.5,44.0,81.6,21.9,5.5,4.39,Moderate,2024,2024-12
2024-12-12,Mumbai,Maharashtra,105.7,65.1,66.6,9.3,7.7,5.79,Moderate,2024,2024-12
2024-12-13,Mumbai,Maharashtra,120.4,69.9,101.8,13.5,3.7,4.72,Moderate,2024,2024-12
2024-12-14,Mumbai,Maharashtra,71.0,41.6,64.5,13.8,5.3,3.07,Satisfactory,2024,2024-12
2024-12-15,Mumbai,Maharashtra,120.2,67.0,92.0,10.9,9.2,4.59,Moderate,2024,2024-12
2024-12-16,Mumbai,Maharashtra,100.4,46.9,80.5,16.2,4.1,5.37,Moderate,2024,2024-12
2024-12-17,Mumbai,Maharashtra,94.0,44.9,79.2,18.4,6.6,5.42,Satisfactory,2024,2024-12
2024-12-18,Mumbai,Maharashtra,97.2,40.2,56.2,14.3,4.3,5.16,Satisfactory,2024,2024-12
2024-12-19,Mumbai,Maharashtra,102.6,51.4,66.3,15.5,5.4,3.89,Moderate,2024,2024-12
2024-12-20,Mumbai,Maharashtra,85.1,39.8,47.4,12.1,4.0,1.71,Satisfactory,2024,2024-12
2024-12-21,Mumbai,Maharashtra,91.5,43.4,55.2,12.9,5.9,4.14,Satisfactory,2024,2024-12
2024-12-22,Mumbai,Maharashtra,93.1,53.4,68.1,13.3,6.6,3.46,Satisfactory,2024,2024-12
2024-12-23,Mumbai,Maharashtra,97.4,46.8,83.2,9.8,4.6,2.82,Satisfactory,2024,2024-12
2024-12-24,Mumbai,Maharashtra,123.2,57.4,79.1,18.4,8.6,6.34,Moderate,2024,2024-12
2024-12-25,Mumbai,Maharashtra,85.4,49.6,71.9,14.5,3.4,3.31,Satisfactory,2024,2024-12
2024-12-26,Mumbai,Maharashtra,120.8,70.9,90.8,19.6,7.2,6.49,Moderate,2024,2024-12
2024-12-27,Mumbai,Maharashtra,110.2,45.1,91.0,18.5,3.5,5.18,Moderate,2024,2024-12
2024-12-28,Mumbai,Maharashtra,85.2,40.9,51.1,11.1,3.4,3.12,Satisfactory,2024,2024-12
2024-12-29,Mumbai,Maharashtra,119.5,67.6,94.7,9.9,9.1,5.67,Moderate,2024,2024-12
2024-12-30,Mumbai,Maharashtra,96.0,37.3,84.2,10.0,5.7,3.71,Satisfactory,2024,2024-12
2024-12-31,Mumbai,Maharashtra,114.0,55.3,66.1,22.1,8.7,5.4,Moderate,2024,2024-12
2025-01-01,Mumbai,Maharashtra,81.3,40.0,47.8,14.2,2.7,1.85,Satisfactory,2025,2025-01
2025-01-02,Mumbai,Maharashtra,69.9,26.7,50.3,6.7,2.7,1.61,Satisfactory,2025,2025-01
2025-01-03,Mumbai,Maharashtra,84.9,36.5,71.0,15.0,4.5,3.42,Satisfactory,2025,2025-01
2025-01-04,Mumbai,Maharashtra,86.8,48.4,68.7,11.0,3.1,4.44,Satisfactory,2025,2025-01
2025-01-05,Mumbai,Maharashtra,65.2,30.5,55.0,9.2,4.4,3.67,Satisfactory,2025,2025-01
2025-01-06,Mumbai,Maharashtra,84.2,42.3,55.3,16.2,4.5,2.11,Satisfactory,2025,2025-01
2025-01-07,Mumbai,Maharashtra,92.5,44.7,55.6,13.0,5.4,3.1,Satisfactory,2025,2025-01
2025-01-08,Mumbai,Maharashtra,89.8,42.0,76.7,12.4,3.6,2.24,Satisfactory,2025,2025-01
2025-01-09,Mumbai,Maharashtra,88.6,41.0,53.6,17.7,2.9,3.34,Satisfactory,2025,2025-01
2025-01-10,Mumbai,Maharashtra,63.2,32.7,38.5,11.0,2.9,2.76,Satisfactory,2025,2025-01
2025-01-11,Mumbai,Maharashtra,78.6,43.3,71.1,14.2,4.7,2.79,Satisfactory,2025,2025-01
2025-01-12,Mumbai,Maharashtra,100.8,59.5,59.6,12.7,6.9,3.76,Moderate,2025,2025-01
2025-01-13,Mumbai,Maharashtra,83.6,38.4,59.8,12.7,6.7,3.32,Satisfactory,2025,2025-01
2025-01-14,Mumbai,Maharashtra,77.8,30.3,60.1,11.3,3.1,3.72,Satisfactory,2025,2025-01
2025-01-15,Mumbai,Maharashtra,78.5,43.8,51.3,9.5,6.2,2.75,Satisfactory,2025,2025-01
2025-01-16,Mumbai,Maharashtra,80.3,45.8,68.8,12.9,5.8,4.62,Satisfactory,2025,2025-01
2025-01-17,Mumbai,Maharashtra,100.7,52.3,65.0,12.9,6.8,4.64,Moderate,2025,2025-01
2025-01-18,Mumbai,Maharashtra,71.1,35.5,60.3,10.5,2.4,1.95,Satisfactory,2025,2025-01
2025-01-19,Mumbai,Maharashtra,92.5,40.0,60.4,13.7,5.1,2.6,Satisfactory,2025,2025-01
2025-01-20,Mumbai,Maharashtra,83.1,48.9,74.0,11.8,5.4,2.3,Satisfactory,2025,2025-01
2025-01-21,Mumbai,Maharashtra,87.2,47.5,57.5,15.7,3.0,4.44,Satisfactory,2025,2025-01
2025-01-22,Mumbai,Maharashtra,94.8,47.1,66.0,14.9,7.3,2.05,Satisfactory,2025,2025-01
2025-01-23,Mumbai,Maharashtra,68.9,41.4,54.7,12.2,3.4,2.68,Satisfactory,2025,2025-01
2025-01-24,Mumbai,Maharashtra,80.8,41.1,45.1,8.0,5.0,3.93,Satisfactory,2025,2025-01
2025-01-25,Mumbai,Maharashtra,94.7,49.2,57.5,12.6,4.5,3.77,Satisfactory,2025,2025-01
2025-01-26,Mumbai,Maharashtra,87.1,34.9,78.9,11.9,5.9,2.23,Satisfactory,2025,2025-01
2025-01-27,Mumbai,Maharashtra,88.4,47.8,57.0,11.7,2.7,2.3,Satisfactory,2025,2025-01
2025-01-28,Mumbai,Maharashtra,81.2,32.8,67.1,6.8,4.9,2.08,Satisfactory,2025,2025-01
2025-01-29,Mumbai,Maharashtra,80.0,48.5,73.9,8.6,4.9,1.69,Satisfactory,2025,2025-01
2025-01-30,Mumbai,Maharashtra,83.8,32.7,57.6,7.5,4.2,3.92,Satisfactory,2025,2025-01
2025-01-31,Mumbai,Maharashtra,91.8,45.2,64.6,8.7,3.9,2.2,Satisfactory,2025,2025-01
2025-02-01,Mumbai,Maharashtra,77.1,40.3,52.9,8.3,4.8,2.95,Satisfactory,2025,2025-02
2025-02-02,Mumbai,Maharashtra,83.8,39.9,66.0,11.6,3.8,3.55,Satisfactory,2025,2025-02
2025-02-03,Mumbai,Maharashtra,73.1,31.0,56.6,13.4,5.4,1.67,Satisfactory,2025,2025-02
2025-02-04,Mumbai,Maharashtra,80.1,38.5,62.8,7.8,5.5,3.99,Satisfactory,2025,2025-02
2025-02-05,Mumbai,Maharashtra,87.0,47.1,79.0,7.6,5.2,3.72,Satisfactory,2025,2025-02
2025-02-06,Mumbai,Maharashtra,75.2,29.2,56.8,11.5,3.0,2.33,Satisfactory,2025,2025-02
2025-02-07,Mumbai,Maharashtra,75.3,44.1,51.7,8.4,6.0,4.25,Satisfactory,2025,2025-02
2025-02-08,Mumbai,Maharashtra,104.7,40.5,89.9,9.8,3.3,3.24,Moderate,2025,2025-02
2025-02-09,Mumbai,Maharashtra,89.4,49.2,84.3,14.8,4.6,4.29,Satisfactory,2025,2025-02
2025-02-10,Mumbai,Maharashtra,74.4,46.1,62.0,12.7,5.7,1.83,Satisfactory,2025,2025-02
2025-02-11,Mumbai,Maharashtra,89.4,54.4,56.7,12.6,5.7,2.67,Satisfactory,2025,2025-02
2025-02-12,Mumbai,Maharashtra,85.8,44.9,56.0,10.3,4.5,3.53,Satisfactory,2025,2025-02
2025-02-13,Mumbai,Maharashtra,76.2,34.4,46.8,6.5,3.0,3.3,Satisfactory,2025,2025-02
2025-02-14,Mumbai,Maharashtra,47.6,27.1,29.4,4.4,3.2,1.53,Good,2025,2025-02
2025-02-15,Mumbai,Maharashtra,80.9,37.1,53.8,11.6,2.7,2.0,Satisfactory,2025,2025-02
2025-02-16,Mumbai,Maharashtra,81.1,34.2,69.7,11.5,2.5,3.81,Satisfactory,2025,2025-02
2025-02-17,Mumbai,Maharashtra,84.9,36.6,65.4,16.8,2.9,2.66,Satisfactory,2025,2025-02
2025-02-18,Mumbai,Maharashtra,50.8,22.3,33.0,6.4,3.6,2.87,Satisfactory,2025,2025-02
2025-02-19,Mumbai,Maharashtra,82.9,44.2,62.9,11.0,3.3,3.28,Satisfactory,2025,2025-02
2025-02-20,Mumbai,Maharashtra,65.1,31.0,56.5,11.2,2.4,1.53,Satisfactory,2025,2025-02
2025-02-21,Mumbai,Maharashtra,81.5,47.8,46.7,11.7,4.6,4.44,Satisfactory,2025,2025-02
2025-02-22,Mumbai,Maharashtra,90.5,36.5,58.5,11.7,6.6,5.21,Satisfactory,2025,2025-02
2025-02-23,Mumbai,Maharashtra,76.2,44.1,69.1,7.8,4.6,4.32,Satisfactory,2025,2025-02
2025-02-24,Mumbai,Maharashtra,70.2,34.5,41.5,9.5,3.4,3.03,Satisfactory,2025,2025-02
2025-02-25,Mumbai,Maharashtra,77.0,47.6,59.1,10.5,6.0,2.02,Satisfactory,2025,2025-02
2025-02-26,Mumbai,Maharashtra,80.2,34.1,70.0,8.9,5.6,2.47,Satisfactory,2025,2025-02
2025-02-27,Mumbai,Maharashtra,80.8,34.5,69.0,12.7,6.2,4.15,Satisfactory,2025,2025-02
2025-02-28,Mumbai,Maharashtra,74.9,31.7,65.1,11.8,4.8,3.99,Satisfactory,2025,2025-02
2025-03-01,Mumbai,Maharashtra,64.7,34.5,43.3,6.6,3.9,1.9,Satisfactory,2025,2025-03
2025-03-02,Mumbai,Maharashtra,104.1,41.6,57.3,15.9,5.0,5.22,Moderate,2025,2025-03
2025-03-03,Mumbai,Maharashtra,74.2,35.5,60.1,9.1,5.8,4.26,Satisfactory,2025,2025-03
2025-03-04,Mumbai,Maharashtra,51.3,29.9,47.1,6.9,2.9,2.55,Satisfactory,2025,2025-03
2025-03-05,Mumbai,Maharashtra,84.3,46.5,80.0,10.3,6.0,4.04,Satisfactory,2025,2025-03
2025-03-06,Mumbai,Maharashtra,80.7,44.1,54.9,14.1,6.1,2.32,Satisfactory,2025,2025-03
2025-03-07,Mumbai,Maharashtra,62.0,38.3,45.9,6.7,3.0,2.86,Satisfactory,2025,2025-03
2025-03-08,Mumbai,Maharashtra,94.7,37.7,75.0,18.2,6.9,2.15,Satisfactory,2025,2025-03
2025-03-09,Mumbai,Maharashtra,80.9,31.2,52.1,13.8,4.8,4.15,Satisfactory,2025,2025-03
2025-03-10,Mumbai,Maharashtra,73.4,41.0,41.8,13.7,3.0,3.09,Satisfactory,2025,2025-03
2025-03-11,Mumbai,Maharashtra,65.6,40.3,48.9,5.7,5.0,2.85,Satisfactory,2025,2025-03
2025-03-12,Mumbai,Maharashtra,82.1,45.0,62.4,14.8,2.6,2.52,Satisfactory,2025,2025-03
2025-03-13,Mumbai,Maharashtra,68.2,37.5,48.2,7.7,2.1,3.33,Satisfactory,2025,2025-03
2025-03-14,Mumbai,Maharashtra,76.4,44.3,54.1,11.3,3.2,3.43,Satisfactory,2025,2025-03
2025-03-15,Mumbai,Maharashtra,77.0,41.2,70.6,9.7,5.3,3.38,Satisfactory,2025,2025-03
2025-03-16,Mumbai,Maharashtra,73.6,44.4,52.2,8.7,5.5,1.62,Satisfactory,2025,2025-03
2025-03-17,Mumbai,Maharashtra,75.4,28.7,53.6,7.7,4.6,3.56,Satisfactory,2025,2025-03
2025-03-18,Mumbai,Maharashtra,89.3,44.4,50.6,14.2,6.4,4.36,Satisfactory,2025,2025-03
2025-03-19,Mumbai,Maharashtra,72.0,42.7,48.9,5.9,5.2,4.15,Satisfactory,2025,2025-03
2025-03-20,Mumbai,Maharashtra,82.6,44.4,53.1,9.1,4.4,4.62,Satisfactory,2025,2025-03
2025-03-21,Mumbai,Maharashtra,80.2,36.1,70.0,15.3,4.1,2.77,Satisfactory,2025,2025-03
2025-03-22,Mumbai,Maharashtra,73.7,42.2,56.1,11.9,4.5,1.92,Satisfactory,2025,2025-03
2025-03-23,Mumbai,Maharashtra,72.8,44.0,47.3,12.2,3.2,2.38,Satisfactory,2025,2025-03
2025-03-24,Mumbai,Maharashtra,81.8,37.2,69.5,12.0,6.1,2.64,Satisfactory,2025,2025-03
2025-03-25,Mumbai,Maharashtra,88.9,37.0,63.1,12.3,4.2,2.92,Satisfactory,2025,2025-03
2025-03-26,Mumbai,Maharashtra,86.0,46.9,54.7,14.2,6.6,3.67,Satisfactory,2025,2025-03
2025-03-27,Mumbai,Maharashtra,69.7,41.0,46.3,10.7,5.5,3.06,Satisfactory,2025,2025-03
2025-03-28,Mumbai,Maharashtra,78.9,43.7,57.5,6.9,5.5,1.69,Satisfactory,2025,2025-03
2025-03-29,Mumbai,Maharashtra,76.2,38.4,60.1,10.3,3.6,2.95,Satisfactory,2025,2025-03
2025-03-30,Mumbai,Maharashtra,77.9,35.4,56.5,9.6,4.5,2.3,Satisfactory,2025,2025-03
2025-03-31,Mumbai,Maharashtra,77.0,32.9,57.1,14.2,2.4,3.63,Satisfactory,2025,2025-03
2025-04-01,Mumbai,Maharashtra,76.9,39.3,47.5,13.7,3.7,2.44,Satisfactory,2025,2025-04
2025-04-02,Mumbai,Maharashtra,78.5,46.8,63.0,13.3,5.6,1.74,Satisfactory,2025,2025-04
2025-04-03,Mumbai,Maharashtra,85.4,48.3,67.9,7.5,4.7,1.99,Satisfactory,2025,2025-04
2025-04-04,Mumbai,Maharashtra,77.2,47.0,48.1,11.8,3.1,3.44,Satisfactory,2025,2025-04
2025-04-05,Mumbai,Maharashtra,92.0,50.9,77.2,16.4,6.7,2.13,Satisfactory,2025,2025-04
2025-04-06,Mumbai,Maharashtra,87.8,43.9,55.0,12.9,4.4,3.13,Satisfactory,2025,2025-04
2025-04-07,Mumbai,Maharashtra,61.5,35.3,43.8,5.1,2.0,3.34,Satisfactory,2025,2025-04
2025-04-08,Mumbai,Maharashtra,74.1,34.6,68.5,11.8,5.3,3.75,Satisfactory,2025,2025-04
2025-04-09,Mumbai,Maharashtra,74.9,35.3,55.5,7.7,3.3,3.83,Satisfactory,2025,2025-04
2025-04-10,Mumbai,Maharashtra,76.9,37.8,45.0,6.7,3.7,2.96,Satisfactory,2025,2025-04
2025-04-11,Mumbai,Maharashtra,79.5,41.8,43.9,15.8,3.8,4.29,Satisfactory,2025,2025-04
2025-04-12,Mumbai,Maharashtra,61.5,35.1,51.3,8.8,3.4,1.44,Satisfactory,2025,2025-04
2025-04-13,Mumbai,Maharashtra,74.6,40.1,68.2,6.8,3.2,4.19,Satisfactory,2025,2025-04
2025-04-14,Mumbai,Maharashtra,83.7,42.5,66.0,10.9,3.8,1.84,Satisfactory,2025,2025-04
2025-04-15,Mumbai,Maharashtra,59.1,33.0,50.2,9.5,3.7,1.76,Satisfactory,2025,2025-04
2025-04-16,Mumbai,Maharashtra,52.0,21.0,29.9,6.3,3.7,2.95,Satisfactory,2025,2025-04
2025-04-17,Mumbai,Maharashtra,72.5,43.1,66.5,13.7,4.1,2.09,Satisfactory,2025,2025-04
2025-04-18,Mumbai,Maharashtra,66.8,29.7,43.0,9.5,3.1,1.75,Satisfactory,2025,2025-04
2025-04-19,Mumbai,Maharashtra,80.4,39.3,72.3,11.9,5.9,2.24,Satisfactory,2025,2025-04
2025-04-20,Mumbai,Maharashtra,76.5,37.6,62.3,13.4,5.2,4.41,Satisfactory,2025,2025-04
2025-04-21,Mumbai,Maharashtra,60.2,28.6,38.1,8.8,2.1,1.9,Satisfactory,2025,2025-04
2025-04-22,Mumbai,Maharashtra,68.3,27.8,38.5,10.9,4.1,3.3,Satisfactory,2025,2025-04
2025-04-23,Mumbai,Maharashtra,59.0,31.8,35.2,6.8,2.2,3.17,Satisfactory,2025,2025-04
2025-04-24,Mumbai,Maharashtra,64.8,30.0,60.7,9.8,4.5,1.98,Satisfactory,2025,2025-04
2025-04-25,Mumbai,Maharashtra,80.5,34.7,69.6,13.1,5.2,3.39,Satisfactory,2025,2025-04
2025-04-26,Mumbai,Maharashtra,91.5,40.7,63.2,16.9,4.2,3.83,Satisfactory,2025,2025-04
2025-04-27,Mumbai,Maharashtra,78.3,43.0,74.4,10.4,4.0,4.2,Satisfactory,2025,2025-04
2025-04-28,Mumbai,Maharashtra,80.3,39.4,54.6,12.3,5.9,4.44,Satisfactory,2025,2025-04
2025-04-29,Mumbai,Maharashtra,82.5,33.5,59.5,11.2,6.5,3.89,Satisfactory,2025,2025-04
2025-04-30,Mumbai,Maharashtra,69.4,35.8,40.8,12.5,4.7,2.67,Satisfactory,2025,2025-04
2025-05-01,Mumbai,Maharashtra,74.4,35.9,67.6,8.5,3.2,4.28,Satisfactory,2025,2025-05
2025-05-02,Mumbai,Maharashtra,80.6,34.4,48.9,6.7,3.4,4.11,Satisfactory,2025,2025-05
2025-05-03,Mumbai,Maharashtra,80.4,35.2,67.6,8.9,4.0,4.77,Satisfactory,2025,2025-05
2025-05-04,Mumbai,Maharashtra,67.9,30.7,40.3,9.4,3.3,3.25,Satisfactory,2025,2025-05
2025-05-05,Mumbai,Maharashtra,60.2,34.7,46.2,5.0,3.7,1.34,Satisfactory,2025,2025-05
2025-05-06,Mumbai,Maharashtra,92.2,39.4,80.9,17.4,6.5,2.97,Satisfactory,2025,2025-05
2025-05-07,Mumbai,Maharashtra,85.8,44.7,78.6,10.2,6.1,1.75,Satisfactory,2025,2025-05
2025-05-08,Mumbai,Maharashtra,83.3,50.3,49.8,9.0,6.3,2.26,Satisfactory,2025,2025-05
2025-05-09,Mumbai,Maharashtra,82.5,44.9,62.9,7.4,3.7,3.37,Satisfactory,2025,2025-05
2025-05-10,Mumbai,Maharashtra,80.2,42.4,60.0,9.3,2.9,2.91,Satisfactory,2025,2025-05
2025-05-11,Mumbai,Maharashtra,83.7,32.4,53.1,11.0,4.3,1.82,Satisfactory,2025,2025-05
2025-05-12,Mumbai,Maharashtra,88.7,35.4,82.2,8.2,6.5,1.77,Satisfactory,2025,2025-05
2025-05-13,Mumbai,Maharashtra,99.4,58.8,55.5,17.0,4.8,4.93,Satisfactory,2025,2025-05
2025-05-14,Mumbai,Maharashtra,67.4,38.1,39.0,12.9,2.2,2.64,Satisfactory,2025,2025-05
2025-05-15,Mumbai,Maharashtra,73.4,40.6,51.9,7.8,5.0,3.77,Satisfactory,2025,2025-05
2025-05-16,Mumbai,Maharashtra,72.9,36.6,50.7,8.1,4.9,2.45,Satisfactory,2025,2025-05
2025-05-17,Mumbai,Maharashtra,82.7,39.9,58.8,13.7,6.3,3.86,Satisfactory,2025,2025-05
2025-05-18,Mumbai,Maharashtra,91.8,49.0,52.7,8.4,2.9,3.51,Satisfactory,2025,2025-05
2025-05-19,Mumbai,Maharashtra,73.4,42.4,49.6,9.3,5.5,3.93,Satisfactory,2025,2025-05
2025-05-20,Mumbai,Maharashtra,61.6,25.1,34.3,5.7,2.8,2.59,Satisfactory,2025,2025-05
2025-05-21,Mumbai,Maharashtra,84.6,33.5,51.2,8.6,5.2,3.78,Satisfactory,2025,2025-05
2025-05-22,Mumbai,Maharashtra,57.3,26.9,33.7,6.1,4.3,3.39,Satisfactory,2025,2025-05
2025-05-23,Mumbai,Maharashtra,78.7,42.1,72.2,12.4,2.5,4.71,Satisfactory,2025,2025-05
2025-05-24,Mumbai,Maharashtra,78.3,34.5,55.4,12.3,4.1,2.35,Satisfactory,2025,2025-05
2025-05-25,Mumbai,Maharashtra,67.9,31.3,46.7,13.3,4.8,2.61,Satisfactory,2025,2025-05
2025-05-26,Mumbai,Maharashtra,81.1,33.9,51.5,10.1,6.0,2.05,Satisfactory,2025,2025-05
2025-05-27,Mumbai,Maharashtra,69.2,28.3,51.8,7.8,4.0,2.64,Satisfactory,2025,2025-05
2025-05-28,Mumbai,Maharashtra,64.4,26.7,56.6,12.0,2.7,1.58,Satisfactory,2025,2025-05
2025-05-29,Mumbai,Maharashtra,73.3,28.8,58.1,12.2,3.6,3.46,Satisfactory,2025,2025-05
2025-05-30,Mumbai,Maharashtra,78.6,31.1,49.3,6.9,5.8,4.06,Satisfactory,2025,2025-05
2025-05-31,Mumbai,Maharashtra,76.8,39.8,44.8,8.7,3.4,3.26,Satisfactory,2025,2025-05
2025-06-01,Mumbai,Maharashtra,77.7,43.1,52.0,10.4,2.8,4.05,Satisfactory,2025,2025-06
2025-06-02,Mumbai,Maharashtra,78.8,40.6,71.8,11.0,6.1,4.39,Satisfactory,2025,2025-06
2025-06-03,Mumbai,Maharashtra,88.0,40.3,61.3,7.5,5.2,4.3,Satisfactory,2025,2025-06
2025-06-04,Mumbai,Maharashtra,81.7,46.2,49.8,10.9,3.2,3.8,Satisfactory,2025,2025-06
2025-06-05,Mumbai,Maharashtra,71.9,42.0,52.7,6.0,3.9,1.68,Satisfactory,2025,2025-06
2025-06-06,Mumbai,Maharashtra,69.5,42.8,54.6,7.7,4.0,1.6,Satisfactory,2025,2025-06
2025-06-07,Mumbai,Maharashtra,76.4,35.0,43.1,12.1,4.3,2.93,Satisfactory,2025,2025-06
2025-06-08,Mumbai,Maharashtra,89.5,53.5,55.3,7.3,3.0,2.59,Satisfactory,2025,2025-06
2025-06-09,Mumbai,Maharashtra,80.3,36.6,50.0,13.7,3.2,3.82,Satisfactory,2025,2025-06
2025-06-10,Mumbai,Maharashtra,74.5,34.5,56.2,14.3,2.4,2.98,Satisfactory,2025,2025-06
2025-06-11,Mumbai,Maharashtra,83.2,37.2,59.0,13.5,6.2,1.8,Satisfactory,2025,2025-06
2025-06-12,Mumbai,Maharashtra,92.3,36.6,62.8,10.0,4.0,2.66,Satisfactory,2025,2025-06
2025-06-13,Mumbai,Maharashtra,76.7,46.3,46.6,8.0,3.2,4.4,Satisfactory,2025,2025-06
2025-06-14,Mumbai,Maharashtra,77.3,43.4,66.9,7.2,5.6,2.81,Satisfactory,2025,2025-06
2025-06-15,Mumbai,Maharashtra,85.9,49.6,74.0,16.0,6.6,2.54,Satisfactory,2025,2025-06
